customer_id,name,age,gender,city,income,spending_score,tenure,monthly_visits,favorite_product,favorite_category,purchase_frequency,churn
695,Customer_695,49,Male,New York,111016,18,7,19,Phone,Electronics,12,0
696,Customer_696,22,Female,Dallas,63412,10,7,8,Headphones,Electronics,18,0
697,Customer_697,20,Male,Houston,117611,88,9,21,Phone,Electronics,14,0
698,Customer_698,30,Male,Dallas,82472,19,8,11,Phone,Fashion,2,0
699,Customer_699,22,Female,New York,86840,3,9,14,Watch,Fashion,10,0
700,Customer_700,36,Male,Houston,38318,40,5,25,Laptop,Fashion,3,0
701,Customer_701,51,Male,Los Angeles,61842,94,7,25,Watch,Sports,18,0
702,Customer_702,59,Female,Houston,57200,59,7,14,Phone,Sports,10,0
703,Customer_703,40,Female,New York,115360,94,3,4,Watch,Fashion,6,0
704,Customer_704,34,Male,Chicago,130811,49,4,25,Watch,Sports,6,0
705,Customer_705,24,Female,New York,119550,81,3,9,Watch,Electronics,19,0
706,Customer_706,46,Female,New York,101912,31,7,8,Headphones,Fashion,4,0
707,Customer_707,36,Female,Houston,133772,73,6,24,Watch,Electronics,16,0
708,Customer_708,36,Female,Chicago,46406,10,3,7,Headphones,Sports,1,0
709,Customer_709,46,Female,Dallas,137371,84,1,3,Laptop,Electronics,4,0
710,Customer_710,42,Male,New York,110929,84,2,12,Watch,Sports,15,0
711,Customer_711,28,Female,Chicago,29653,80,4,27,Phone,Sports,18,0
712,Customer_712,39,Male,Houston,29834,55,2,4,Headphones,Sports,19,0
713,Customer_713,39,Female,Chicago,58402,80,6,10,Watch,Sports,6,0
714,Customer_714,62,Female,Chicago,96314,39,6,25,Watch,Electronics,18,0
715,Customer_715,20,Male,Los Angeles,78902,84,3,3,Headphones,Sports,8,0
716,Customer_716,40,Female,New York,41472,57,2,9,Headphones,Electronics,12,0
717,Customer_717,21,Female,Houston,24543,6,4,17,Headphones,Sports,3,0
718,Customer_718,38,Female,Houston,139762,38,4,19,Laptop,Electronics,6,0
719,Customer_719,23,Female,Houston,49365,7,2,24,Phone,Fashion,7,0
720,Customer_720,24,Female,Dallas,114713,43,7,7,Shoes,Fashion,10,0
721,Customer_721,24,Female,Chicago,70948,42,8,9,Laptop,Sports,16,0
722,Customer_722,21,Female,New York,46486,67,7,26,Headphones,Electronics,3,0
723,Customer_723,22,Female,Chicago,129815,64,9,27,Shoes,Electronics,6,0
724,Customer_724,51,Male,Houston,127584,98,4,6,Shoes,Fashion,14,0
725,Customer_725,63,Female,Houston,88575,20,7,15,Watch,Fashion,8,0
726,Customer_726,30,Female,Chicago,83631,85,7,10,Watch,Fashion,8,0
727,Customer_727,19,Female,Chicago,131355,76,4,19,Laptop,Electronics,8,0
728,Customer_728,40,Female,Dallas,86475,3,2,2,Watch,Electronics,8,1
729,Customer_729,61,Female,Los Angeles,21165,49,1,15,Watch,Electronics,16,0
730,Customer_730,57,Female,New York,74273,50,8,5,Headphones,Fashion,8,0
731,Customer_731,58,Male,Los Angeles,24329,2,6,24,Laptop,Fashion,4,0
732,Customer_732,60,Male,Los Angeles,58585,86,4,1,Phone,Fashion,7,0
733,Customer_733,32,Female,Chicago,58418,49,6,5,Watch,Sports,12,0
734,Customer_734,53,Male,Houston,28469,26,9,23,Laptop,Fashion,5,0
735,Customer_735,35,Male,Chicago,55096,18,9,7,Watch,Sports,6,0
736,Customer_736,33,Female,Los Angeles,144906,21,7,25,Shoes,Electronics,13,0
737,Customer_737,38,Male,Houston,137314,37,1,8,Shoes,Fashion,9,0
738,Customer_738,21,Female,Chicago,58246,9,8,3,Headphones,Fashion,10,1
739,Customer_739,60,Male,Chicago,138924,1,3,16,Watch,Electronics,19,0
740,Customer_740,63,Male,Dallas,36308,80,5,3,Laptop,Electronics,2,0
741,Customer_741,44,Male,Los Angeles,84287,26,9,29,Laptop,Sports,9,0
742,Customer_742,29,Female,Chicago,32163,54,9,26,Laptop,Sports,13,0
743,Customer_743,43,Male,Los Angeles,75773,68,5,7,Phone,Electronics,7,0
744,Customer_744,42,Male,Dallas,27604,21,2,19,Laptop,Fashion,4,0
745,Customer_745,49,Female,Chicago,114710,32,6,9,Laptop,Electronics,11,0
746,Customer_746,53,Female,Dallas,92987,90,3,16,Laptop,Fashion,19,0
747,Customer_747,48,Male,New York,95063,20,3,6,Shoes,Sports,19,0
748,Customer_748,32,Male,Chicago,116388,47,6,8,Laptop,Sports,1,0
749,Customer_749,21,Female,Houston,38555,79,7,13,Shoes,Sports,13,0
750,Customer_750,23,Male,Los Angeles,86534,4,6,20,Headphones,Sports,16,0
751,Customer_751,33,Male,Los Angeles,68130,86,9,26,Laptop,Fashion,5,0
752,Customer_752,57,Male,New York,33838,45,9,8,Laptop,Electronics,12,0
753,Customer_753,38,Female,Houston,104737,76,8,4,Phone,Sports,5,0
754,Customer_754,33,Male,Chicago,98320,96,5,14,Headphones,Sports,15,0
755,Customer_755,41,Female,Chicago,121412,21,7,27,Laptop,Sports,6,0
756,Customer_756,22,Male,Dallas,79634,37,8,15,Phone,Fashion,13,0
757,Customer_757,23,Female,Dallas,107896,50,3,22,Headphones,Electronics,5,0
758,Customer_758,19,Male,Chicago,24460,65,6,9,Laptop,Fashion,2,0
759,Customer_759,53,Male,New York,56026,85,7,23,Laptop,Fashion,8,0
760,Customer_760,38,Female,Dallas,32811,87,4,16,Laptop,Electronics,13,0
761,Customer_761,34,Female,Houston,139476,88,1,1,Shoes,Sports,17,0
762,Customer_762,38,Female,Los Angeles,22767,80,5,28,Phone,Electronics,8,0
763,Customer_763,31,Female,Houston,43487,59,8,2,Shoes,Fashion,6,0
764,Customer_764,27,Male,New York,89252,31,9,28,Phone,Electronics,15,0
765,Customer_765,46,Male,Los Angeles,146024,58,7,2,Phone,Electronics,3,0
766,Customer_766,35,Male,Chicago,26354,77,9,11,Phone,Fashion,15,0
767,Customer_767,30,Female,Chicago,112982,4,9,26,Phone,Fashion,9,0
768,Customer_768,57,Male,New York,132105,4,4,14,Laptop,Fashion,3,0
769,Customer_769,41,Female,New York,116536,90,8,11,Laptop,Sports,1,0
770,Customer_770,20,Male,Chicago,149556,8,5,17,Watch,Sports,7,0
771,Customer_771,25,Male,Dallas,30172,52,9,18,Shoes,Fashion,2,0
772,Customer_772,64,Female,New York,117752,28,5,11,Headphones,Electronics,16,0
773,Customer_773,32,Male,Chicago,104350,86,7,8,Laptop,Fashion,13,0
774,Customer_774,46,Female,Houston,91603,75,4,13,Watch,Electronics,11,0
775,Customer_775,53,Female,Houston,37786,97,9,3,Phone,Fashion,3,0
776,Customer_776,46,Male,Chicago,50372,57,9,5,Headphones,Sports,16,0
777,Customer_777,37,Male,Los Angeles,129482,61,6,29,Watch,Sports,11,0
778,Customer_778,53,Female,Dallas,137862,74,6,7,Headphones,Sports,8,0
779,Customer_779,41,Female,Los Angeles,29611,73,3,15,Shoes,Sports,1,0
780,Customer_780,44,Male,Los Angeles,43140,37,4,11,Phone,Sports,8,0
781,Customer_781,39,Female,Dallas,54042,52,4,5,Headphones,Sports,9,0
782,Customer_782,54,Female,Houston,21266,12,9,19,Laptop,Fashion,10,0
783,Customer_783,45,Male,Chicago,138784,10,1,13,Watch,Sports,4,0
784,Customer_784,54,Female,Houston,136565,20,5,24,Shoes,Electronics,16,0
785,Customer_785,59,Male,Houston,57836,59,8,18,Headphones,Sports,9,0
786,Customer_786,21,Female,Dallas,131184,99,4,29,Watch,Fashion,9,0
787,Customer_787,22,Female,Chicago,50295,4,6,24,Shoes,Fashion,7,0
788,Customer_788,27,Female,New York,66296,45,8,16,Phone,Sports,16,0
789,Customer_789,34,Male,Dallas,138257,42,7,16,Headphones,Fashion,11,0
790,Customer_790,36,Female,Dallas,126766,36,2,11,Laptop,Electronics,8,0
791,Customer_791,36,Male,Dallas,68844,70,4,15,Headphones,Electronics,4,0
792,Customer_792,21,Female,Los Angeles,75649,75,5,2,Headphones,Electronics,9,0
793,Customer_793,29,Female,Chicago,124140,10,8,17,Laptop,Electronics,2,0
794,Customer_794,19,Male,Houston,72391,11,8,7,Headphones,Electronics,13,0
795,Customer_795,35,Female,New York,73687,89,1,20,Phone,Sports,19,0
796,Customer_796,44,Male,New York,68740,13,2,10,Watch,Sports,3,0
797,Customer_797,41,Male,New York,62390,24,4,11,Phone,Fashion,16,0
798,Customer_798,54,Female,Los Angeles,80547,44,9,3,Headphones,Fashion,13,0
799,Customer_799,31,Female,Los Angeles,106700,18,6,28,Phone,Electronics,6,0
800,Customer_800,34,Female,Houston,36263,85,2,1,Laptop,Electronics,4,0
801,Customer_801,18,Male,Chicago,76176,43,5,26,Shoes,Fashion,14,0
802,Customer_802,41,Male,New York,69015,73,2,26,Headphones,Electronics,11,0
803,Customer_803,54,Male,Houston,94685,41,1,21,Watch,Sports,1,0
804,Customer_804,58,Male,Los Angeles,110158,25,3,1,Watch,Sports,7,1
805,Customer_805,63,Male,Los Angeles,80828,2,8,12,Headphones,Sports,2,0
806,Customer_806,38,Male,Chicago,136933,88,6,8,Phone,Electronics,19,0
807,Customer_807,22,Male,New York,76535,32,5,10,Laptop,Sports,4,0
808,Customer_808,37,Male,New York,63446,94,1,5,Laptop,Sports,3,0
809,Customer_809,30,Male,Houston,127405,34,3,22,Watch,Electronics,12,0
810,Customer_810,29,Male,Houston,31118,33,3,21,Laptop,Sports,17,0
811,Customer_811,54,Female,Dallas,79262,2,9,1,Laptop,Fashion,4,1
812,Customer_812,60,Male,Chicago,121367,43,5,17,Headphones,Electronics,11,0
813,Customer_813,31,Male,Los Angeles,126186,1,8,12,Watch,Sports,17,0
814,Customer_814,25,Female,Dallas,90277,22,7,12,Laptop,Sports,4,0
815,Customer_815,58,Female,Dallas,63395,96,5,1,Phone,Electronics,9,0
816,Customer_816,55,Male,Los Angeles,96133,48,4,17,Phone,Sports,15,0
817,Customer_817,31,Female,Chicago,41056,12,9,25,Watch,Fashion,3,0
818,Customer_818,25,Female,Dallas,136986,26,6,19,Shoes,Sports,17,0
819,Customer_819,62,Male,Dallas,79761,70,2,22,Headphones,Fashion,15,0
820,Customer_820,40,Female,Houston,77047,96,9,20,Headphones,Sports,8,0
821,Customer_821,61,Female,Los Angeles,41191,69,6,24,Phone,Electronics,18,0
822,Customer_822,24,Male,New York,122217,8,6,14,Watch,Sports,2,0
823,Customer_823,34,Male,Houston,148439,28,3,12,Watch,Sports,8,0
824,Customer_824,63,Male,Houston,126840,27,2,25,Headphones,Fashion,2,0
825,Customer_825,21,Male,Houston,84277,81,3,4,Laptop,Fashion,4,0
826,Customer_826,20,Female,New York,63756,2,1,15,Laptop,Fashion,12,0
827,Customer_827,57,Female,Los Angeles,136160,15,7,25,Phone,Sports,16,0
828,Customer_828,33,Male,Chicago,33040,78,5,8,Shoes,Fashion,12,0
829,Customer_829,45,Male,Houston,58159,83,2,1,Laptop,Fashion,2,0
830,Customer_830,18,Female,Chicago,116912,83,9,6,Headphones,Sports,13,0
831,Customer_831,21,Male,Houston,72488,69,2,6,Phone,Fashion,13,0
832,Customer_832,33,Female,Dallas,27620,3,4,3,Shoes,Electronics,1,1
833,Customer_833,39,Male,Houston,133688,86,8,6,Shoes,Sports,3,0
834,Customer_834,31,Male,Dallas,143179,57,3,8,Headphones,Fashion,11,0
835,Customer_835,61,Male,Houston,112642,11,5,17,Phone,Electronics,1,0
836,Customer_836,44,Male,Dallas,37235,70,8,20,Shoes,Fashion,19,0
837,Customer_837,42,Male,Chicago,142216,95,1,16,Phone,Sports,18,0
838,Customer_838,63,Male,Chicago,73055,76,2,9,Phone,Fashion,15,0
839,Customer_839,33,Female,Los Angeles,73116,90,8,28,Watch,Fashion,5,0
840,Customer_840,45,Male,Los Angeles,108551,50,3,17,Phone,Sports,12,0
841,Customer_841,35,Male,Los Angeles,130177,15,4,14,Phone,Sports,15,0
842,Customer_842,28,Male,Chicago,54828,30,8,24,Phone,Fashion,19,0
843,Customer_843,39,Female,Dallas,93159,74,7,17,Headphones,Electronics,9,0
844,Customer_844,36,Male,New York,117670,87,7,20,Watch,Fashion,10,0
845,Customer_845,59,Male,Los Angeles,118255,69,8,12,Headphones,Fashion,17,0
846,Customer_846,57,Female,Chicago,127050,32,8,18,Headphones,Electronics,18,0
847,Customer_847,56,Male,Houston,129377,41,4,11,Shoes,Sports,10,0
848,Customer_848,31,Male,Los Angeles,90600,52,7,9,Shoes,Fashion,16,0
849,Customer_849,28,Male,New York,42816,50,8,2,Headphones,Sports,12,0
850,Customer_850,48,Female,Los Angeles,74352,50,1,15,Laptop,Electronics,4,0
851,Customer_851,48,Female,Los Angeles,41154,1,8,19,Laptop,Fashion,5,0
852,Customer_852,31,Female,Dallas,110621,62,2,24,Watch,Electronics,4,0
853,Customer_853,52,Female,Dallas,97588,83,1,10,Shoes,Sports,16,0
854,Customer_854,50,Male,Los Angeles,101476,91,6,3,Phone,Fashion,17,0
855,Customer_855,45,Female,New York,27110,48,9,8,Watch,Electronics,9,0
856,Customer_856,53,Male,New York,72381,18,4,7,Headphones,Fashion,2,0
857,Customer_857,64,Male,New York,98691,17,1,14,Watch,Fashion,9,0
858,Customer_858,41,Female,New York,120699,58,9,4,Shoes,Fashion,19,0
859,Customer_859,18,Male,Chicago,53358,10,1,4,Headphones,Fashion,1,1
860,Customer_860,50,Male,Los Angeles,118728,60,2,1,Headphones,Electronics,6,0
861,Customer_861,64,Male,Los Angeles,34114,75,2,2,Watch,Electronics,8,0
862,Customer_862,20,Female,Los Angeles,20646,72,7,26,Watch,Fashion,1,0
863,Customer_863,61,Male,Chicago,80014,26,4,11,Watch,Fashion,11,0
864,Customer_864,58,Male,Chicago,75428,75,4,21,Phone,Electronics,12,0
865,Customer_865,27,Male,Los Angeles,97453,47,6,19,Shoes,Sports,19,0
866,Customer_866,44,Male,Dallas,46523,53,7,1,Watch,Fashion,7,0
867,Customer_867,31,Male,Chicago,69934,99,4,5,Shoes,Electronics,18,0
868,Customer_868,44,Female,New York,79048,21,4,3,Phone,Fashion,13,1
869,Customer_869,25,Female,New York,122841,10,1,13,Laptop,Fashion,8,0
870,Customer_870,35,Female,New York,131333,6,4,15,Headphones,Sports,18,0
871,Customer_871,38,Male,Dallas,33987,99,5,5,Headphones,Fashion,15,0
872,Customer_872,32,Male,Dallas,131243,27,4,24,Watch,Electronics,18,0
873,Customer_873,58,Male,New York,77112,86,3,2,Watch,Electronics,12,0
874,Customer_874,28,Male,Los Angeles,117428,70,8,12,Phone,Electronics,1,0
875,Customer_875,29,Female,Chicago,28376,38,8,28,Phone,Fashion,11,0
876,Customer_876,49,Female,Chicago,117690,27,6,18,Phone,Electronics,9,0
877,Customer_877,30,Female,Dallas,117891,49,5,11,Watch,Electronics,1,0
878,Customer_878,53,Male,Houston,55481,96,2,5,Phone,Fashion,11,0
879,Customer_879,33,Male,Houston,135896,93,6,16,Shoes,Sports,16,0
880,Customer_880,50,Male,Houston,69643,95,8,19,Shoes,Electronics,1,0
881,Customer_881,42,Male,New York,103414,45,6,21,Watch,Sports,19,0
882,Customer_882,33,Male,Chicago,38938,50,7,5,Shoes,Fashion,14,0
883,Customer_883,64,Male,Dallas,32856,56,2,12,Watch,Fashion,12,0
884,Customer_884,33,Female,Chicago,105817,88,7,9,Phone,Sports,4,0
885,Customer_885,18,Male,Los Angeles,100578,54,5,28,Laptop,Electronics,16,0
886,Customer_886,58,Male,Chicago,57690,22,3,3,Headphones,Fashion,8,1
887,Customer_887,50,Female,Houston,107571,21,2,17,Laptop,Electronics,12,0
888,Customer_888,51,Female,Dallas,119548,11,2,1,Phone,Electronics,18,1
889,Customer_889,34,Male,Chicago,99633,69,4,29,Shoes,Fashion,10,0
890,Customer_890,35,Female,Chicago,140436,95,3,28,Headphones,Fashion,18,0
891,Customer_891,63,Female,Los Angeles,35677,35,6,21,Watch,Fashion,18,0
892,Customer_892,21,Male,Houston,134871,78,7,6,Shoes,Fashion,14,0
893,Customer_893,29,Male,New York,59259,44,5,28,Shoes,Fashion,12,0
894,Customer_894,56,Male,Dallas,134380,15,4,5,Phone,Fashion,17,0
895,Customer_895,26,Male,Houston,123505,71,2,16,Laptop,Sports,14,0
896,Customer_896,27,Female,Houston,81044,96,8,27,Headphones,Electronics,5,0
897,Customer_897,46,Male,Chicago,47880,64,2,27,Shoes,Fashion,17,0
898,Customer_898,48,Female,New York,86480,95,5,28,Laptop,Sports,7,0
899,Customer_899,33,Female,Los Angeles,77688,72,5,22,Headphones,Fashion,15,0
900,Customer_900,21,Male,Los Angeles,135689,31,4,24,Watch,Fashion,19,0
901,Customer_901,57,Female,Dallas,81825,89,4,18,Phone,Sports,8,0
902,Customer_902,19,Female,Chicago,66379,72,8,12,Watch,Fashion,5,0
903,Customer_903,21,Male,Dallas,112491,2,7,26,Headphones,Sports,15,0
904,Customer_904,49,Female,Dallas,124240,26,6,7,Phone,Electronics,18,0
905,Customer_905,21,Male,Los Angeles,27368,1,6,11,Shoes,Fashion,14,0
906,Customer_906,52,Male,Los Angeles,144639,60,8,7,Watch,Electronics,4,0
907,Customer_907,23,Male,Chicago,20460,67,8,4,Headphones,Sports,1,0
908,Customer_908,38,Female,New York,109097,70,9,5,Phone,Sports,2,0
909,Customer_909,34,Female,Houston,118677,10,3,29,Shoes,Fashion,13,0
910,Customer_910,28,Male,Chicago,61040,27,3,17,Laptop,Sports,16,0
911,Customer_911,50,Male,Dallas,31206,75,6,24,Phone,Electronics,14,0
912,Customer_912,38,Male,New York,97085,96,1,24,Headphones,Electronics,5,0
913,Customer_913,29,Male,Houston,28374,42,2,14,Laptop,Electronics,16,0
914,Customer_914,43,Male,Chicago,94199,80,6,26,Laptop,Sports,11,0
915,Customer_915,54,Male,Chicago,103383,9,5,6,Watch,Electronics,1,0
916,Customer_916,62,Male,Los Angeles,144902,67,9,10,Laptop,Sports,8,0
917,Customer_917,36,Female,Los Angeles,24446,19,9,17,Phone,Sports,11,0
918,Customer_918,19,Male,Dallas,141984,72,3,9,Headphones,Sports,19,0
919,Customer_919,64,Male,Dallas,130627,15,9,8,Phone,Sports,7,0
920,Customer_920,22,Male,Chicago,37372,53,2,29,Shoes,Sports,8,0
921,Customer_921,31,Male,Los Angeles,45799,86,2,20,Shoes,Fashion,2,0
922,Customer_922,59,Female,New York,143201,95,8,6,Phone,Sports,6,0
923,Customer_923,21,Female,Houston,33413,85,8,4,Headphones,Fashion,5,0
924,Customer_924,56,Male,Houston,82356,79,6,12,Shoes,Fashion,15,0
925,Customer_925,64,Female,Los Angeles,148705,68,9,2,Shoes,Electronics,19,0
926,Customer_926,38,Male,Los Angeles,92114,41,3,8,Laptop,Electronics,13,0
927,Customer_927,59,Male,Los Angeles,47648,33,7,17,Shoes,Electronics,15,0
928,Customer_928,24,Male,Houston,41857,15,1,3,Headphones,Fashion,14,1
929,Customer_929,53,Male,Dallas,63793,85,7,26,Headphones,Sports,18,0
930,Customer_930,56,Male,Chicago,22856,81,5,29,Watch,Fashion,1,0
931,Customer_931,49,Male,Chicago,46481,16,7,16,Shoes,Fashion,7,0
932,Customer_932,49,Male,New York,57299,26,7,18,Watch,Electronics,11,0
933,Customer_933,36,Male,Dallas,59962,92,3,26,Headphones,Fashion,4,0
934,Customer_934,24,Male,Dallas,78181,28,7,8,Headphones,Sports,2,0
935,Customer_935,21,Female,New York,109467,27,6,25,Watch,Sports,14,0
936,Customer_936,20,Male,New York,50267,86,2,10,Shoes,Fashion,10,0
937,Customer_937,62,Male,Dallas,128490,54,8,13,Shoes,Electronics,16,0
938,Customer_938,39,Female,Chicago,117501,59,2,8,Laptop,Electronics,16,0
939,Customer_939,39,Male,Los Angeles,115651,73,2,25,Headphones,Electronics,16,0
940,Customer_940,27,Female,New York,60555,61,5,7,Phone,Fashion,3,0
941,Customer_941,26,Male,Houston,33806,48,1,15,Shoes,Electronics,8,0
942,Customer_942,35,Male,Los Angeles,31962,32,5,6,Shoes,Sports,13,0
943,Customer_943,64,Female,Chicago,140108,70,8,28,Phone,Sports,3,0
944,Customer_944,23,Male,Chicago,61814,27,7,21,Watch,Electronics,19,0
945,Customer_945,40,Male,Los Angeles,131583,39,9,11,Headphones,Fashion,5,0
946,Customer_946,26,Male,Houston,68511,95,3,26,Phone,Fashion,6,0
947,Customer_947,56,Female,Chicago,99274,69,7,13,Phone,Sports,6,0
948,Customer_948,35,Male,Chicago,126019,84,7,6,Watch,Sports,9,0
949,Customer_949,61,Female,Houston,137835,8,5,3,Phone,Fashion,7,1
950,Customer_950,60,Female,Houston,36028,93,1,29,Headphones,Fashion,18,0
951,Customer_951,48,Male,Houston,97648,60,1,2,Phone,Fashion,13,0
952,Customer_952,62,Female,Los Angeles,29126,19,5,11,Headphones,Sports,2,0
953,Customer_953,41,Female,New York,72329,13,6,2,Phone,Electronics,6,1
954,Customer_954,54,Male,Los Angeles,36257,55,9,10,Headphones,Fashion,9,0
955,Customer_955,51,Male,Los Angeles,117385,25,9,20,Watch,Sports,4,0
956,Customer_956,51,Female,New York,121105,73,2,26,Shoes,Electronics,18,0
957,Customer_957,48,Male,New York,35364,30,6,11,Phone,Fashion,3,0
958,Customer_958,32,Male,New York,126941,61,9,25,Shoes,Sports,18,0
959,Customer_959,24,Male,Houston,76107,43,1,12,Shoes,Electronics,2,0
960,Customer_960,44,Male,Dallas,146685,85,4,7,Headphones,Fashion,9,0
961,Customer_961,27,Female,New York,128583,65,6,27,Shoes,Electronics,14,0
962,Customer_962,30,Female,Dallas,92473,18,4,5,Laptop,Sports,2,0
963,Customer_963,28,Female,Los Angeles,49672,26,8,20,Headphones,Sports,17,0
964,Customer_964,43,Female,Dallas,143849,86,8,26,Headphones,Fashion,15,0
965,Customer_965,43,Male,Dallas,70873,7,9,10,Shoes,Sports,12,0
966,Customer_966,36,Female,New York,120307,54,5,10,Headphones,Sports,10,0
967,Customer_967,30,Male,New York,128485,62,1,11,Laptop,Sports,14,0
968,Customer_968,25,Male,Houston,115127,84,8,29,Laptop,Sports,13,0
969,Customer_969,47,Male,Dallas,100008,40,6,3,Laptop,Electronics,6,0
970,Customer_970,55,Male,New York,141633,61,5,11,Watch,Sports,2,0
971,Customer_971,23,Female,Houston,124003,10,6,8,Laptop,Fashion,2,0
972,Customer_972,30,Female,New York,96994,70,7,16,Headphones,Electronics,2,0
973,Customer_973,34,Male,Chicago,66051,47,4,13,Shoes,Electronics,7,0
974,Customer_974,36,Male,Chicago,54395,45,4,16,Watch,Electronics,17,0
975,Customer_975,60,Female,Houston,48286,48,6,5,Watch,Electronics,5,0
976,Customer_976,23,Male,Los Angeles,59930,86,4,6,Laptop,Sports,6,0
977,Customer_977,19,Male,Houston,112462,32,4,9,Headphones,Sports,5,0
978,Customer_978,29,Female,Dallas,108342,67,9,22,Watch,Sports,19,0
979,Customer_979,21,Female,New York,83211,90,8,6,Shoes,Sports,8,0
980,Customer_980,29,Female,Chicago,136958,89,1,29,Headphones,Fashion,10,0
981,Customer_981,29,Female,Houston,122856,54,1,2,Laptop,Electronics,8,0
982,Customer_982,43,Male,Los Angeles,72551,60,1,13,Shoes,Fashion,16,0
983,Customer_983,30,Female,Los Angeles,82958,74,6,27,Watch,Fashion,11,0
984,Customer_984,42,Female,Los Angeles,86789,36,7,4,Laptop,Sports,10,0
985,Customer_985,51,Male,Houston,86247,70,3,21,Phone,Electronics,12,0
986,Customer_986,45,Male,Chicago,130139,61,3,14,Watch,Sports,4,0
987,Customer_987,41,Male,Houston,40699,47,8,13,Watch,Sports,7,0
988,Customer_988,57,Female,Houston,46601,68,1,4,Watch,Fashion,9,0
989,Customer_989,59,Female,Dallas,139878,95,4,5,Headphones,Fashion,12,0
990,Customer_990,42,Female,Dallas,48971,57,8,6,Watch,Fashion,9,0
991,Customer_991,19,Male,New York,28481,84,7,2,Watch,Electronics,11,0
992,Customer_992,55,Female,Chicago,45656,79,5,16,Shoes,Sports,18,0
993,Customer_993,64,Female,Los Angeles,132382,11,1,23,Shoes,Fashion,1,0
994,Customer_994,38,Female,Chicago,129719,52,1,10,Laptop,Sports,14,0
995,Customer_995,18,Female,New York,63407,59,1,19,Watch,Electronics,6,0
996,Customer_996,39,Female,Dallas,119058,1,6,20,Laptop,Fashion,7,0
997,Customer_997,63,Male,Los Angeles,80603,12,2,28,Headphones,Sports,12,0
998,Customer_998,50,Male,Los Angeles,33701,61,8,11,Shoes,Fashion,7,0
999,Customer_999,57,Male,New York,115865,64,3,19,Phone,Fashion,14,0
1000,Customer_1000,19,Female,New York,70147,83,2,2,Phone,Sports,15,0
